Codigo Inventario,Registro Contable,Fecha Movimiento,Cod. Almacén,Nom. Almacen,Cod. Producto,Nombre Producto,Cod. Comercial,Codigo Unidad Medida,Nombre Unidad Medida,Clase,Sub Clase,Sub Sub Clase,Marca,Temporada,Tipo Operacion,Nombre Tipo Operacion,Cod. Ref,Cod. Tipo Documento,Tipo Documento,Nro. Serie,Nro. Documento,Cod. Doc. Final,Nro. Serie Doc. Final,Nro. Doc. Final,Movimiento,Unid. Medida Registro,Cantidad,Factor,Unidad Medida Base,Cantidad Entrada,Costo Entrada,Total Entrada,Cantidad Salida,Costo Salida,Total Salida,Saldo Cantidad,Saldo Costo,Saldo Total,U.M. Sin Convertir,Cantidad Sin Convertir,Cantidad Secundaria Entrada,Cantidad Secundaria Salida,Saldo Cantidad Secundaria,Tipo Existencia,Nombre Existencia,Cod. Centro Costos,Nombre Centro Costos,Cod. Sub Centro Costos,Nombre Sub Centro Costos,Cod. Sub Sub Centro Costos,Nombre Sub Sub Centro Costos,Magen Venta,Numero de Documento Auxiliar,Nombre Auxiliar
INV000247279,INS6_LD04-00037,2025-04-09 07:56:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,4,1,Unidades,0,0,0,4,18.366315,73.46526,57,14.099278315789473,803.658864,UND,4,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247279,INS6_LD04-00037,2025-04-09 07:56:00,A04,ALMACEN CHALAN REAL,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,4,1,Unidades,4,19.82273,79.29092,0,0,0,116.199,19.822746727596623,2303.383347,UND,4,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247281,INS6_LD04-00038,2025-04-09 08:03:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,8,1,Unidades,0,0,0,8,18.416537,147.332296,49,13.39441975510204,656.326568,UND,8,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247281,INS6_LD04-00038,2025-04-09 08:03:00,A05,ALMACEN CHALAN OPEN,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,8,1,Unidades,8,19.82273,158.58184,0,0,0,67.596,19.82276433516776,1339.939578,UND,8,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247282,INS6_LD04-00039,2025-04-09 08:09:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,3,1,Unidades,0,0,0,3,18.435121,55.305363,46,13.065678369565218,601.021205,UND,3,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247282,INS6_LD04-00039,2025-04-09 08:09:00,A06,ALMACEN CHALAN MEGA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,3,1,Unidades,3,19.82273,59.46819,0,0,0,35.863,19.822732147338485,710.902643,UND,3,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000301310,INPR_LD04-00890,2025-04-09 10:58:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,9,1,Unidades,0,0,0,9,18.488719,166.398471,37,11.746560378378378,434.622734,UND,9,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000301310,INPR_LD04-00890,2025-04-09 10:58:00,A11,ALMACEN VENTAS,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,9,1,Unidades,9,19.82273,178.40457,0,0,0,26,19.82273,515.39098,UND,9,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247283,INS6_LD04-00040,2025-04-09 11:25:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,2,1,Unidades,0,0,0,2,18.500525,37.00105,35,11.360619542857144,397.621684,UND,2,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247283,INS6_LD04-00040,2025-04-09 11:25:00,A11,ALMACEN VENTAS,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,2,1,Unidades,2,19.82273,39.64546,0,0,0,28,19.82273,555.03644,UND,2,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000306686,INS6_LD04-00285,2025-04-09 11:42:00,A11,ALMACEN VENTAS,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,01,Venta Nacional,,  ,,,,,,,Salida,UND,2,1,Unidades,0,0,0,2,18.500525,37.00105,26,19.924438076923078,518.03539,UND,2,0,1,-1,01,MERCADERÍA,07,FABRICA,0711,VENTA FÁBRICA,071101,VENTA FABRICA,0,20612782262,GRUPO AMAU
INV000300559,INPR_LD04-00737,2025-04-09 16:30:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,54,P TERMINADO CREMOLADAS,,  ,,,,,,,Entrada,UND,29,1,Unidades,29,0.452121,13.111509,0,0,0,64,6.417706140625,410.733193,,,0,0,0,01,MERCADERÍA,07,FABRICA,0701,CREMOLADAS,070106,COSTO DE COMPRAS,0,,
INV000247306,INPR_LD04-00001,2025-04-10 07:09:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,9,1,Unidades,0,0,0,9,16.533202,148.798818,55,4.762443181818182,261.934375,UND,9,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247306,INPR_LD04-00001,2025-04-10 07:09:00,A02,ALMACEN CHALAN PLAZA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,9,1,Unidades,9,19.82273,178.40457,0,0,0,85.022,19.82273259862153,1685.368371,UND,9,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247307,INPR_LD04-00002,2025-04-10 08:01:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,7,1,Unidades,0,0,0,7,16.622453,116.357171,48,3.0328584166666666,145.577204,UND,7,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247307,INPR_LD04-00002,2025-04-10 08:01:00,A03,ALMACEN CHALAN GRAU,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,7,1,Unidades,7,19.82273,138.75911,0,0,0,77,19.82273,1526.35021,UND,7,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247319,INPR_LD04-00004,2025-04-10 08:17:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,2,1,Unidades,0,0,0,2,16.647752,33.295504,46,2.4409065217391306,112.2817,UND,2,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247319,INPR_LD04-00004,2025-04-10 08:17:00,A05,ALMACEN CHALAN OPEN,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,2,1,Unidades,2,19.82273,39.64546,0,0,0,69.596,19.8227633484683,1379.585038,UND,2,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247326,INPR_LD04-00005,2025-04-10 08:22:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,5,1,Unidades,0,0,0,5,16.709763,83.548815,41,0.7008020731707317,28.732885,UND,5,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247326,INPR_LD04-00005,2025-04-10 08:22:00,A06,ALMACEN CHALAN MEGA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,5,1,Unidades,5,19.82273,99.11365,0,0,0,40.863,19.822731884589974,810.016293,UND,5,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247317,INPR_LD04-00003,2025-04-10 09:32:27.730000,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,10,1,Unidades,0,0,0,10,16.829034,168.29034,31,-4.501853387096775,-139.557455,UND,10,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247317,INPR_LD04-00003,2025-04-10 09:32:27.730000,A04,ALMACEN CHALAN REAL,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,10,1,Unidades,10,19.82273,198.2273,0,0,0,126.199,19.822745402103028,2501.610647,UND,10,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000306643,INS6_LD04-00273,2025-04-10 09:55:22.370000,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,5,1,Unidades,0,0,0,5,16.887504,84.43752,26,-8.615191346153846,-223.994975,UND,5,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000306643,INS6_LD04-00273,2025-04-10 09:55:22.370000,A15,ALMACEN MANCORA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,5,1,Unidades,5,19.82273,99.11365,0,0,0,13.225,19.822731871455574,262.155629,UND,5,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000300564,INPR_LD04-00738,2025-04-10 13:30:01,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,54,P TERMINADO CREMOLADAS,,  ,,,,,,,Entrada,UND,118,1,Unidades,118,20.5978661,2430.5482,0,0,0,144,15.323286284722222,2206.553225,,,0,0,0,01,MERCADERÍA,07,FABRICA,0701,CREMOLADAS,070106,COSTO DE COMPRAS,0,,
INV000247379,INPR_LD04-00011,2025-04-11 08:42:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,6,1,Unidades,0,0,0,6,18.101995,108.61197,138,15.202472862318842,2097.941255,UND,6,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247379,INPR_LD04-00011,2025-04-11 08:42:00,A03,ALMACEN CHALAN GRAU,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,6,1,Unidades,6,19.82273,118.93638,0,0,0,83,19.82273,1645.28659,UND,6,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247376,INPR_LD04-00010,2025-04-11 08:48:15.240000,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,9,1,Unidades,0,0,0,9,18.142965,163.286685,129,14.997322248062014,1934.65457,UND,9,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247376,INPR_LD04-00010,2025-04-11 08:48:15.240000,A02,ALMACEN CHALAN PLAZA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,9,1,Unidades,9,19.82273,178.40457,0,0,0,94.022,19.822732349875558,1863.772941,UND,9,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000300582,INPR_LD04-00739,2025-04-11 09:00:01,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,54,P TERMINADO CREMOLADAS,,  ,,,,,,,Entrada,UND,44,1,Unidades,44,28.0343326,1233.510634,0,0,0,173,18.313093664739885,3168.165204,,,0,0,0,01,MERCADERÍA,07,FABRICA,0701,CREMOLADAS,070106,COSTO DE COMPRAS,0,,
INV000247382,INPR_LD04-00012,2025-04-11 09:03:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,12,1,Unidades,0,0,0,12,19.214441,230.573292,161,18.24591249689441,2937.591912,UND,12,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247382,INPR_LD04-00012,2025-04-11 09:03:00,A04,ALMACEN CHALAN REAL,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,12,1,Unidades,12,19.82273,237.87276,0,0,0,138.199,19.822744064718268,2739.483407,UND,12,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247384,INPR_LD04-00013,2025-04-11 09:22:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,8,1,Unidades,0,0,0,8,19.226,153.808,153,18.19466609150327,2783.783912,UND,8,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247384,INPR_LD04-00013,2025-04-11 09:22:00,A05,ALMACEN CHALAN OPEN,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,8,1,Unidades,8,19.82273,158.58184,0,0,0,77.596,19.822759910304654,1538.166878,UND,8,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000287025,INS6_LD04-00120,2025-04-11 16:37:40.440000,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,1,1,Unidades,0,0,0,1,19.227441,19.227441,152,18.18787151973684,2764.556471,UND,1,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000287025,INS6_LD04-00120,2025-04-11 16:37:40.440000,A06,ALMACEN CHALAN MEGA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,1,1,Unidades,1,19.82273,19.82273,0,0,0,41.863,19.822731839571937,829.839023,UND,1,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247426,INPR_LD04-00017,2025-04-12 08:39:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,8,1,Unidades,0,0,0,8,19.238753,153.910024,144,18.12948921527778,2610.646447,UND,8,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247426,INPR_LD04-00017,2025-04-12 08:39:00,A04,ALMACEN CHALAN REAL,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,8,1,Unidades,8,19.82273,158.58184,0,0,0,146.199,19.822743295097776,2898.065247,UND,8,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247428,INPR_LD04-00018,2025-04-12 09:01:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,4,1,Unidades,0,0,0,4,19.244355,76.97742,140,18.097635907142855,2533.669027,UND,4,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247428,INPR_LD04-00018,2025-04-12 09:01:00,A05,ALMACEN CHALAN OPEN,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,4,1,Unidades,4,19.82273,79.29092,0,0,0,81.596,19.822758444041373,1617.457798,UND,4,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247420,INPR_LD04-00015,2025-04-12 09:12:46.350000,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,8,1,Unidades,0,0,0,8,19.255345,154.04276,132,18.02747171969697,2379.626267,UND,8,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247420,INPR_LD04-00015,2025-04-12 09:12:46.350000,A02,ALMACEN CHALAN PLAZA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,8,1,Unidades,8,19.82273,158.58184,0,0,0,102.022,19.822732165611338,2022.354781,UND,8,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247423,INPR_LD04-00016,2025-04-12 09:23:10.633000,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,8,1,Unidades,0,0,0,8,19.266127,154.129016,124,17.94755847580645,2225.497251,UND,8,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247423,INPR_LD04-00016,2025-04-12 09:23:10.633000,A03,ALMACEN CHALAN GRAU,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,8,1,Unidades,8,19.82273,158.58184,0,0,0,91,19.82273,1803.86843,UND,8,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247429,INPR_LD04-00019,2025-04-12 10:42:44.510000,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,5,1,Unidades,0,0,0,5,19.272785,96.363925,119,17.89187668907563,2129.133326,UND,5,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247429,INPR_LD04-00019,2025-04-12 10:42:44.510000,A06,ALMACEN CHALAN MEGA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,5,1,Unidades,5,19.82273,99.11365,0,0,0,46.863,19.822731643300685,928.952673,UND,5,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247460,INPR_LD04-00023,2025-04-12 23:57:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,3,1,Unidades,0,0,0,3,19.276751,57.830253,116,17.856060974137932,2071.303073,UND,3,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247460,INPR_LD04-00023,2025-04-12 23:57:00,A06,ALMACEN CHALAN MEGA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,3,1,Unidades,3,19.82273,59.46819,0,0,0,49.863,19.822731544431743,988.420863,UND,3,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247484,INPR_LD04-00026,2025-04-13 08:15:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,6,1,Unidades,0,0,0,6,19.284569,115.707414,110,17.778142354545455,1955.595659,UND,6,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247484,INPR_LD04-00026,2025-04-13 08:15:00,A04,ALMACEN CHALAN REAL,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,6,1,Unidades,6,19.82273,118.93638,0,0,0,152.199,19.82274277097747,3017.001627,UND,6,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247487,INPR_LD04-00027,2025-04-13 08:21:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,7,1,Unidades,0,0,0,7,19.293538,135.054766,103,17.675154300970874,1820.540893,UND,7,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247487,INPR_LD04-00027,2025-04-13 08:21:00,A05,ALMACEN CHALAN OPEN,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,7,1,Unidades,7,19.82273,138.75911,0,0,0,88.596,19.82275619666802,1756.216908,UND,7,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247455,INPR_LD04-00021,2025-04-13 08:25:34.660000,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,2,1,Unidades,0,0,0,2,19.296089,38.592178,101,17.643056584158415,1781.948715,UND,2,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247455,INPR_LD04-00021,2025-04-13 08:25:34.660000,A02,ALMACEN CHALAN PLAZA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,2,1,Unidades,2,19.82273,39.64546,0,0,0,104.022,19.822732123973775,2062.000241,UND,2,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247456,INPR_LD04-00022,2025-04-13 08:43:50.520000,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,4,1,Unidades,0,0,0,4,19.301141,77.204564,97,17.574681969072167,1704.744151,UND,4,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247456,INPR_LD04-00022,2025-04-13 08:43:50.520000,A03,ALMACEN CHALAN GRAU,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,4,1,Unidades,4,19.82273,79.29092,0,0,0,95,19.82273,1883.15935,UND,4,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000287026,INS6_LD04-00121,2025-04-14 08:02:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,4,1,Unidades,0,0,0,4,19.306144,77.224576,93,17.50021048387097,1627.519575,UND,4,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000287026,INS6_LD04-00121,2025-04-14 08:02:00,A04,ALMACEN CHALAN REAL,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Entrada,UND,4,1,Unidades,4,19.82273,79.29092,0,0,0,156.199,19.8227424439337,3096.292547,UND,4,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
INV000247492,INPR_LD04-00030,2025-04-14 08:11:00,A13,ALMACEN DE PT - FABRICA,PD00489,CREMOLADA X BOLSA MARACUYA,,07,Unidades,CREMOLADAS,0,0,GLORIA,,17,Otros,,  ,,,,,,,Salida,UND,1,1,Unidades,0,0,0,1,19.307392,19.307392,92,17.48056720652174,1608.212183,UND,1,0,0,0,01,MERCADERÍA,01010101,GENERAL,01010101,GENERAL,01010101,GENERAL,0,,
